flight_number,date,STD,ATD,destination,aircraft,airline,airline_code,STD_minutes,ATD_minutes,departure_delay,scheduled_hour,day_of_week,is_weekend,delay_category,is_peak_hour,route_type
AI3070,2025-08-20,12:30,12:39,Chennai (MAA),A321,Air India,"('AI', 'Air India', 0.3)",750,759,9,12,2,False,On Time,False,Domestic
AI8734,2025-08-20,16:00,16:33,Chennai (MAA),A321,Air India,"('AI', 'Air India', 0.3)",960,993,33,16,2,False,Major Delay,False,Domestic
IX7464,2025-08-20,09:00,09:26,Bengaluru (BLR),B738,Air India Express,"('IX', 'Air India Express', 0.05)",540,566,26,9,2,False,Minor Delay,True,Domestic
6E5012,2025-08-20,16:30,16:30,Bengaluru (BLR),B738,IndiGo,"('6E', 'IndiGo', 0.4)",990,990,0,16,2,False,Early,False,Domestic
AI9866,2025-08-20,11:45,11:54,Hyderabad (HYD),A321,Air India,"('AI', 'Air India', 0.3)",705,714,9,11,2,False,On Time,False,Domestic
6E7401,2025-08-20,07:45,08:06,Kolkata (CCU),B777,IndiGo,"('6E', 'IndiGo', 0.4)",465,486,21,7,2,False,Minor Delay,True,Domestic
6E9108,2025-08-20,14:45,14:55,Hyderabad (HYD),B737,IndiGo,"('6E', 'IndiGo', 0.4)",885,895,10,14,2,False,On Time,False,Domestic
UK8602,2025-08-20,11:00,11:31,Ahmedabad (AMD),B738,Vistara,"('UK', 'Vistara', 0.1)",660,691,31,11,2,False,Major Delay,False,Domestic
IX5627,2025-08-20,05:45,06:02,Goa (GOI),A321,Air India Express,"('IX', 'Air India Express', 0.05)",345,362,17,5,2,False,Minor Delay,False,Domestic
AI6321,2025-08-20,15:15,15:25,Chennai (MAA),A321,Air India,"('AI', 'Air India', 0.3)",915,925,10,15,2,False,On Time,False,Domestic
SG4237,2025-08-20,16:15,16:27,Bengaluru (BLR),B777,SpiceJet,"('SG', 'SpiceJet', 0.12)",975,987,12,16,2,False,On Time,False,Domestic
UK6721,2025-08-20,09:00,09:27,Bengaluru (BLR),B787,Vistara,"('UK', 'Vistara', 0.1)",540,567,27,9,2,False,Minor Delay,True,Domestic
6E9782,2025-08-20,21:00,21:18,Delhi (DEL),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1260,1278,18,21,2,False,Minor Delay,False,Domestic
6E2887,2025-08-20,23:00,23:04,Kolkata (CCU),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1380,1384,4,23,2,False,On Time,False,Domestic
6E8882,2025-08-20,07:45,07:55,Chennai (MAA),B777,IndiGo,"('6E', 'IndiGo', 0.4)",465,475,10,7,2,False,On Time,True,Domestic
UK4188,2025-08-20,22:45,23:08,Bengaluru (BLR),B737,Vistara,"('UK', 'Vistara', 0.1)",1365,1388,23,22,2,False,Minor Delay,False,Domestic
UK2908,2025-08-20,06:45,07:24,Kolkata (CCU),B737,Vistara,"('UK', 'Vistara', 0.1)",405,444,39,6,2,False,Major Delay,True,Domestic
AI2498,2025-08-20,10:15,10:33,Goa (GOI),B737,Air India,"('AI', 'Air India', 0.3)",615,633,18,10,2,False,Minor Delay,False,Domestic
6E8924,2025-08-20,13:30,13:40,Chennai (MAA),B787,IndiGo,"('6E', 'IndiGo', 0.4)",810,820,10,13,2,False,On Time,False,Domestic
QP8893,2025-08-20,09:15,09:46,Jaipur (JAI),ATR72,Akasa Air,"('QP', 'Akasa Air', 0.03)",555,586,31,9,2,False,Major Delay,True,Domestic
UK9997,2025-08-20,16:30,16:43,Chennai (MAA),A350,Vistara,"('UK', 'Vistara', 0.1)",990,1003,13,16,2,False,On Time,False,Domestic
6E1645,2025-08-20,21:00,21:16,Kolkata (CCU),A320,IndiGo,"('6E', 'IndiGo', 0.4)",1260,1276,16,21,2,False,Minor Delay,False,Domestic
AI3575,2025-08-20,18:15,18:36,Delhi (DEL),B787,Air India,"('AI', 'Air India', 0.3)",1095,1116,21,18,2,False,Minor Delay,True,Domestic
AI6512,2025-08-20,15:00,15:05,Chennai (MAA),B787,Air India,"('AI', 'Air India', 0.3)",900,905,5,15,2,False,On Time,False,Domestic
6E1837,2025-08-20,22:15,22:28,Kolkata (CCU),A320,IndiGo,"('6E', 'IndiGo', 0.4)",1335,1348,13,22,2,False,On Time,False,Domestic
AI9802,2025-08-20,12:30,12:42,Goa (GOI),A350,Air India,"('AI', 'Air India', 0.3)",750,762,12,12,2,False,On Time,False,Domestic
AI2035,2025-08-20,05:45,05:45,Chennai (MAA),A350,Air India,"('AI', 'Air India', 0.3)",345,345,0,5,2,False,Early,False,Domestic
6E2090,2025-08-20,15:45,15:54,London (LHR),B787,IndiGo,"('6E', 'IndiGo', 0.4)",945,954,9,15,2,False,On Time,False,International
6E2440,2025-08-20,08:15,08:19,Bangkok (BKK),B738,IndiGo,"('6E', 'IndiGo', 0.4)",495,499,4,8,2,False,On Time,True,International
6E4785,2025-08-20,18:30,18:51,Kolkata (CCU),A350,IndiGo,"('6E', 'IndiGo', 0.4)",1110,1131,21,18,2,False,Minor Delay,True,Domestic
AI4450,2025-08-20,16:15,16:24,Bengaluru (BLR),B737,Air India,"('AI', 'Air India', 0.3)",975,984,9,16,2,False,On Time,False,Domestic
6E1041,2025-08-20,19:00,19:32,Chennai (MAA),A321,IndiGo,"('6E', 'IndiGo', 0.4)",1140,1172,32,19,2,False,Major Delay,True,Domestic
AI2672,2025-08-20,18:15,18:42,Delhi (DEL),B738,Air India,"('AI', 'Air India', 0.3)",1095,1122,27,18,2,False,Minor Delay,True,Domestic
6E7802,2025-08-20,08:45,09:03,Hyderabad (HYD),B777,IndiGo,"('6E', 'IndiGo', 0.4)",525,543,18,8,2,False,Minor Delay,True,Domestic
6E8934,2025-08-20,13:30,14:02,Kolkata (CCU),A320,IndiGo,"('6E', 'IndiGo', 0.4)",810,842,32,13,2,False,Major Delay,False,Domestic
QP4404,2025-08-20,22:30,22:54,Chennai (MAA),A320,Akasa Air,"('QP', 'Akasa Air', 0.03)",1350,1374,24,22,2,False,Minor Delay,False,Domestic
AI8505,2025-08-20,16:00,16:21,Bengaluru (BLR),A320,Air India,"('AI', 'Air India', 0.3)",960,981,21,16,2,False,Minor Delay,False,Domestic
IX1766,2025-08-20,16:45,16:46,Bengaluru (BLR),B777,Air India Express,"('IX', 'Air India Express', 0.05)",1005,1006,1,16,2,False,On Time,False,Domestic
UK2712,2025-08-20,09:45,10:31,Dubai (DXB),A321,Vistara,"('UK', 'Vistara', 0.1)",585,631,46,9,2,False,Major Delay,True,International
6E2992,2025-08-20,10:15,10:33,Ahmedabad (AMD),A320,IndiGo,"('6E', 'IndiGo', 0.4)",615,633,18,10,2,False,Minor Delay,False,Domestic
SG3230,2025-08-20,15:00,15:27,Delhi (DEL),ATR72,SpiceJet,"('SG', 'SpiceJet', 0.12)",900,927,27,15,2,False,Minor Delay,False,Domestic
IX3498,2025-08-20,14:00,14:15,Hyderabad (HYD),A320,Air India Express,"('IX', 'Air India Express', 0.05)",840,855,15,14,2,False,On Time,False,Domestic
AI5847,2025-08-20,21:45,22:06,Hyderabad (HYD),B738,Air India,"('AI', 'Air India', 0.3)",1305,1326,21,21,2,False,Minor Delay,False,Domestic
QP5568,2025-08-20,06:15,06:43,London (LHR),ATR72,Akasa Air,"('QP', 'Akasa Air', 0.03)",375,403,28,6,2,False,Minor Delay,True,International
6E5361,2025-08-20,05:00,05:14,Hyderabad (HYD),A350,IndiGo,"('6E', 'IndiGo', 0.4)",300,314,14,5,2,False,On Time,False,Domestic
QP7757,2025-08-20,22:30,22:30,Chennai (MAA),A320,Akasa Air,"('QP', 'Akasa Air', 0.03)",1350,1350,0,22,2,False,Early,False,Domestic
6E8555,2025-08-20,09:30,09:53,Delhi (DEL),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",570,593,23,9,2,False,Minor Delay,True,Domestic
6E6144,2025-08-20,19:45,19:45,Delhi (DEL),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1185,1185,0,19,2,False,Early,True,Domestic
6E9932,2025-08-20,11:00,11:00,Cochin (COK),A321,IndiGo,"('6E', 'IndiGo', 0.4)",660,660,0,11,2,False,Early,False,Domestic
6E4010,2025-08-20,18:15,18:16,Bengaluru (BLR),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1095,1096,1,18,2,False,On Time,True,Domestic
IX7540,2025-08-20,22:30,22:42,Hyderabad (HYD),B737,Air India Express,"('IX', 'Air India Express', 0.05)",1350,1362,12,22,2,False,On Time,False,Domestic
AI8209,2025-08-20,23:45,00:02,London (LHR),A350,Air India,"('AI', 'Air India', 0.3)",1425,2,-1423,23,2,False,Early,False,International
SG8625,2025-08-20,05:30,05:36,Hyderabad (HYD),A350,SpiceJet,"('SG', 'SpiceJet', 0.12)",330,336,6,5,2,False,On Time,False,Domestic
6E2232,2025-08-20,14:00,14:09,Goa (GOI),A320,IndiGo,"('6E', 'IndiGo', 0.4)",840,849,9,14,2,False,On Time,False,Domestic
6E7683,2025-08-20,05:00,05:22,Delhi (DEL),A350,IndiGo,"('6E', 'IndiGo', 0.4)",300,322,22,5,2,False,Minor Delay,False,Domestic
IX1526,2025-08-20,21:30,21:47,Delhi (DEL),B737,Air India Express,"('IX', 'Air India Express', 0.05)",1290,1307,17,21,2,False,Minor Delay,False,Domestic
AI4223,2025-08-20,21:00,21:17,Bengaluru (BLR),ATR72,Air India,"('AI', 'Air India', 0.3)",1260,1277,17,21,2,False,Minor Delay,False,Domestic
UK8314,2025-08-20,12:45,12:49,Kolkata (CCU),B737,Vistara,"('UK', 'Vistara', 0.1)",765,769,4,12,2,False,On Time,False,Domestic
AI8628,2025-08-20,23:30,23:55,Hyderabad (HYD),ATR72,Air India,"('AI', 'Air India', 0.3)",1410,1435,25,23,2,False,Minor Delay,False,Domestic
IX4299,2025-08-20,14:00,14:11,Chennai (MAA),B737,Air India Express,"('IX', 'Air India Express', 0.05)",840,851,11,14,2,False,On Time,False,Domestic
SG4414,2025-08-20,17:30,17:54,Chennai (MAA),A321,SpiceJet,"('SG', 'SpiceJet', 0.12)",1050,1074,24,17,2,False,Minor Delay,True,Domestic
SG1526,2025-08-20,05:15,05:24,Chennai (MAA),ATR72,SpiceJet,"('SG', 'SpiceJet', 0.12)",315,324,9,5,2,False,On Time,False,Domestic
SG1421,2025-08-20,22:45,23:04,Dubai (DXB),A350,SpiceJet,"('SG', 'SpiceJet', 0.12)",1365,1384,19,22,2,False,Minor Delay,False,International
6E1842,2025-08-20,20:00,20:14,Pune (PNQ),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1200,1214,14,20,2,False,On Time,True,Domestic
SG5581,2025-08-20,09:30,09:53,Delhi (DEL),B738,SpiceJet,"('SG', 'SpiceJet', 0.12)",570,593,23,9,2,False,Minor Delay,True,Domestic
UK9657,2025-08-20,12:00,12:06,Bengaluru (BLR),B787,Vistara,"('UK', 'Vistara', 0.1)",720,726,6,12,2,False,On Time,False,Domestic
6E9389,2025-08-20,07:00,07:23,Delhi (DEL),B777,IndiGo,"('6E', 'IndiGo', 0.4)",420,443,23,7,2,False,Minor Delay,True,Domestic
6E5586,2025-08-20,18:00,18:06,Delhi (DEL),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1080,1086,6,18,2,False,On Time,True,Domestic
6E1119,2025-08-20,22:15,22:33,Goa (GOI),A350,IndiGo,"('6E', 'IndiGo', 0.4)",1335,1353,18,22,2,False,Minor Delay,False,Domestic
SG1710,2025-08-20,20:45,20:45,Bengaluru (BLR),B737,SpiceJet,"('SG', 'SpiceJet', 0.12)",1245,1245,0,20,2,False,Early,True,Domestic
AI9127,2025-08-20,19:00,19:14,Dubai (DXB),ATR72,Air India,"('AI', 'Air India', 0.3)",1140,1154,14,19,2,False,On Time,True,International
SG8279,2025-08-20,07:30,07:30,Kolkata (CCU),ATR72,SpiceJet,"('SG', 'SpiceJet', 0.12)",450,450,0,7,2,False,Early,True,Domestic
SG8726,2025-08-20,17:30,18:03,Bengaluru (BLR),A350,SpiceJet,"('SG', 'SpiceJet', 0.12)",1050,1083,33,17,2,False,Major Delay,True,Domestic
6E1441,2025-08-20,23:45,00:14,Kolkata (CCU),A320,IndiGo,"('6E', 'IndiGo', 0.4)",1425,14,-1411,23,2,False,Early,False,Domestic
6E9185,2025-08-20,14:15,14:16,Delhi (DEL),B787,IndiGo,"('6E', 'IndiGo', 0.4)",855,856,1,14,2,False,On Time,False,Domestic
AI7634,2025-08-20,08:45,09:29,Delhi (DEL),B738,Air India,"('AI', 'Air India', 0.3)",525,569,44,8,2,False,Major Delay,True,Domestic
AI5762,2025-08-20,08:00,08:00,Delhi (DEL),A320,Air India,"('AI', 'Air India', 0.3)",480,480,0,8,2,False,Early,True,Domestic
AI7792,2025-08-20,07:30,07:51,Pune (PNQ),B738,Air India,"('AI', 'Air India', 0.3)",450,471,21,7,2,False,Minor Delay,True,Domestic
AI2702,2025-08-20,14:00,14:11,Goa (GOI),B777,Air India,"('AI', 'Air India', 0.3)",840,851,11,14,2,False,On Time,False,Domestic
6E1123,2025-08-20,19:15,19:46,Bengaluru (BLR),A350,IndiGo,"('6E', 'IndiGo', 0.4)",1155,1186,31,19,2,False,Major Delay,True,Domestic
6E9339,2025-08-20,12:30,12:43,Bengaluru (BLR),B738,IndiGo,"('6E', 'IndiGo', 0.4)",750,763,13,12,2,False,On Time,False,Domestic
6E6381,2025-08-20,23:45,23:59,Hyderabad (HYD),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1425,1439,14,23,2,False,On Time,False,Domestic
AI6382,2025-08-20,11:45,11:49,London (LHR),A321,Air India,"('AI', 'Air India', 0.3)",705,709,4,11,2,False,On Time,False,International
AI4616,2025-08-20,06:15,06:32,Chennai (MAA),ATR72,Air India,"('AI', 'Air India', 0.3)",375,392,17,6,2,False,Minor Delay,True,Domestic
6E4354,2025-08-20,08:15,08:31,Bangkok (BKK),A320,IndiGo,"('6E', 'IndiGo', 0.4)",495,511,16,8,2,False,Minor Delay,True,International
AI5210,2025-08-20,07:45,08:27,Pune (PNQ),ATR72,Air India,"('AI', 'Air India', 0.3)",465,507,42,7,2,False,Major Delay,True,Domestic
6E1184,2025-08-20,23:45,23:55,Delhi (DEL),A320,IndiGo,"('6E', 'IndiGo', 0.4)",1425,1435,10,23,2,False,On Time,False,Domestic
AI8641,2025-08-20,07:45,08:05,Delhi (DEL),ATR72,Air India,"('AI', 'Air India', 0.3)",465,485,20,7,2,False,Minor Delay,True,Domestic
6E4132,2025-08-20,15:30,15:30,Ahmedabad (AMD),B737,IndiGo,"('6E', 'IndiGo', 0.4)",930,930,0,15,2,False,Early,False,Domestic
6E6307,2025-08-20,21:00,21:18,Bengaluru (BLR),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1260,1278,18,21,2,False,Minor Delay,False,Domestic
SG2254,2025-08-20,06:00,06:33,Bengaluru (BLR),B787,SpiceJet,"('SG', 'SpiceJet', 0.12)",360,393,33,6,2,False,Major Delay,True,Domestic
SG8654,2025-08-21,17:15,17:20,Delhi (DEL),ATR72,SpiceJet,"('SG', 'SpiceJet', 0.12)",1035,1040,5,17,3,False,On Time,True,Domestic
UK4829,2025-08-21,08:15,08:32,Bengaluru (BLR),B787,Vistara,"('UK', 'Vistara', 0.1)",495,512,17,8,3,False,Minor Delay,True,Domestic
AI6322,2025-08-21,14:15,14:44,Hyderabad (HYD),B737,Air India,"('AI', 'Air India', 0.3)",855,884,29,14,3,False,Minor Delay,False,Domestic
SG2301,2025-08-21,05:30,05:36,Cochin (COK),A320,SpiceJet,"('SG', 'SpiceJet', 0.12)",330,336,6,5,3,False,On Time,False,Domestic
IX3945,2025-08-21,07:45,08:11,Hyderabad (HYD),B777,Air India Express,"('IX', 'Air India Express', 0.05)",465,491,26,7,3,False,Minor Delay,True,Domestic
IX2452,2025-08-21,09:00,09:00,Delhi (DEL),B738,Air India Express,"('IX', 'Air India Express', 0.05)",540,540,0,9,3,False,Early,True,Domestic
AI8504,2025-08-21,16:15,16:38,Chennai (MAA),A321,Air India,"('AI', 'Air India', 0.3)",975,998,23,16,3,False,Minor Delay,False,Domestic
IX2769,2025-08-21,14:15,14:26,Ahmedabad (AMD),B787,Air India Express,"('IX', 'Air India Express', 0.05)",855,866,11,14,3,False,On Time,False,Domestic
6E9027,2025-08-21,16:45,16:45,Goa (GOI),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1005,1005,0,16,3,False,Early,False,Domestic
AI3365,2025-08-21,21:00,21:11,Jaipur (JAI),B777,Air India,"('AI', 'Air India', 0.3)",1260,1271,11,21,3,False,On Time,False,Domestic
AI7846,2025-08-21,06:30,07:19,Bengaluru (BLR),A350,Air India,"('AI', 'Air India', 0.3)",390,439,49,6,3,False,Major Delay,True,Domestic
AI4948,2025-08-21,17:00,17:27,Hyderabad (HYD),B777,Air India,"('AI', 'Air India', 0.3)",1020,1047,27,17,3,False,Minor Delay,True,Domestic
6E8212,2025-08-21,23:00,23:24,Delhi (DEL),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1380,1404,24,23,3,False,Minor Delay,False,Domestic
AI7683,2025-08-21,18:30,18:42,Delhi (DEL),A320,Air India,"('AI', 'Air India', 0.3)",1110,1122,12,18,3,False,On Time,True,Domestic
6E3328,2025-08-21,21:15,21:41,Hyderabad (HYD),B738,IndiGo,"('6E', 'IndiGo', 0.4)",1275,1301,26,21,3,False,Minor Delay,False,Domestic
6E2911,2025-08-21,21:00,21:31,Delhi (DEL),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1260,1291,31,21,3,False,Major Delay,False,Domestic
UK4152,2025-08-21,08:45,09:09,Delhi (DEL),A350,Vistara,"('UK', 'Vistara', 0.1)",525,549,24,8,3,False,Minor Delay,True,Domestic
6E8203,2025-08-21,14:00,14:06,Pune (PNQ),A350,IndiGo,"('6E', 'IndiGo', 0.4)",840,846,6,14,3,False,On Time,False,Domestic
SG1654,2025-08-21,10:00,10:27,Hyderabad (HYD),B777,SpiceJet,"('SG', 'SpiceJet', 0.12)",600,627,27,10,3,False,Minor Delay,False,Domestic
QP3530,2025-08-21,08:15,08:49,Bengaluru (BLR),A350,Akasa Air,"('QP', 'Akasa Air', 0.03)",495,529,34,8,3,False,Major Delay,True,Domestic
AI4997,2025-08-21,20:15,20:45,Delhi (DEL),B737,Air India,"('AI', 'Air India', 0.3)",1215,1245,30,20,3,False,Minor Delay,True,Domestic
AI7990,2025-08-21,13:30,13:31,Kolkata (CCU),B787,Air India,"('AI', 'Air India', 0.3)",810,811,1,13,3,False,On Time,False,Domestic
AI9324,2025-08-21,09:15,09:54,Chennai (MAA),B787,Air India,"('AI', 'Air India', 0.3)",555,594,39,9,3,False,Major Delay,True,Domestic
AI9852,2025-08-21,19:45,19:46,Chennai (MAA),B737,Air India,"('AI', 'Air India', 0.3)",1185,1186,1,19,3,False,On Time,True,Domestic
AI7653,2025-08-21,07:00,07:45,Singapore (SIN),A350,Air India,"('AI', 'Air India', 0.3)",420,465,45,7,3,False,Major Delay,True,International
6E3478,2025-08-21,17:30,18:04,Chennai (MAA),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1050,1084,34,17,3,False,Major Delay,True,Domestic
6E9368,2025-08-21,09:00,09:21,Delhi (DEL),B738,IndiGo,"('6E', 'IndiGo', 0.4)",540,561,21,9,3,False,Minor Delay,True,Domestic
UK4218,2025-08-21,08:15,08:32,Chennai (MAA),ATR72,Vistara,"('UK', 'Vistara', 0.1)",495,512,17,8,3,False,Minor Delay,True,Domestic
SG4229,2025-08-21,09:15,10:06,Delhi (DEL),B787,SpiceJet,"('SG', 'SpiceJet', 0.12)",555,606,51,9,3,False,Major Delay,True,Domestic
6E9325,2025-08-21,19:30,19:31,Bangkok (BKK),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1170,1171,1,19,3,False,On Time,True,International
6E8879,2025-08-21,06:30,06:51,Delhi (DEL),A321,IndiGo,"('6E', 'IndiGo', 0.4)",390,411,21,6,3,False,Minor Delay,True,Domestic
AI5647,2025-08-21,14:00,14:23,Chennai (MAA),B738,Air India,"('AI', 'Air India', 0.3)",840,863,23,14,3,False,Minor Delay,False,Domestic
SG1141,2025-08-21,05:15,05:33,Kolkata (CCU),A350,SpiceJet,"('SG', 'SpiceJet', 0.12)",315,333,18,5,3,False,Minor Delay,False,Domestic
AI1614,2025-08-21,15:00,15:12,Pune (PNQ),B787,Air India,"('AI', 'Air India', 0.3)",900,912,12,15,3,False,On Time,False,Domestic
AI1101,2025-08-21,08:30,09:00,Delhi (DEL),B738,Air India,"('AI', 'Air India', 0.3)",510,540,30,8,3,False,Minor Delay,True,Domestic
IX1607,2025-08-21,05:15,05:18,Goa (GOI),B738,Air India Express,"('IX', 'Air India Express', 0.05)",315,318,3,5,3,False,On Time,False,Domestic
6E5839,2025-08-21,08:30,09:01,Delhi (DEL),A321,IndiGo,"('6E', 'IndiGo', 0.4)",510,541,31,8,3,False,Major Delay,True,Domestic
6E4385,2025-08-21,07:00,07:35,Bengaluru (BLR),A320,IndiGo,"('6E', 'IndiGo', 0.4)",420,455,35,7,3,False,Major Delay,True,Domestic
6E2551,2025-08-21,13:45,13:53,Bengaluru (BLR),B737,IndiGo,"('6E', 'IndiGo', 0.4)",825,833,8,13,3,False,On Time,False,Domestic
6E2698,2025-08-21,05:00,05:02,Kolkata (CCU),A320,IndiGo,"('6E', 'IndiGo', 0.4)",300,302,2,5,3,False,On Time,False,Domestic
AI5912,2025-08-21,16:15,16:19,Bengaluru (BLR),B738,Air India,"('AI', 'Air India', 0.3)",975,979,4,16,3,False,On Time,False,Domestic
6E7708,2025-08-21,09:00,09:31,Kolkata (CCU),A321,IndiGo,"('6E', 'IndiGo', 0.4)",540,571,31,9,3,False,Major Delay,True,Domestic
AI5911,2025-08-21,13:15,13:31,Singapore (SIN),B738,Air India,"('AI', 'Air India', 0.3)",795,811,16,13,3,False,Minor Delay,False,International
AI6094,2025-08-21,08:15,08:39,Pune (PNQ),B738,Air India,"('AI', 'Air India', 0.3)",495,519,24,8,3,False,Minor Delay,True,Domestic
AI4684,2025-08-21,09:30,09:56,Cochin (COK),B738,Air India,"('AI', 'Air India', 0.3)",570,596,26,9,3,False,Minor Delay,True,Domestic
IX8368,2025-08-21,20:15,20:29,Chennai (MAA),A321,Air India Express,"('IX', 'Air India Express', 0.05)",1215,1229,14,20,3,False,On Time,True,Domestic
6E4953,2025-08-21,13:30,13:43,Pune (PNQ),B738,IndiGo,"('6E', 'IndiGo', 0.4)",810,823,13,13,3,False,On Time,False,Domestic
IX7389,2025-08-21,09:30,10:05,Bengaluru (BLR),B787,Air India Express,"('IX', 'Air India Express', 0.05)",570,605,35,9,3,False,Major Delay,True,Domestic
AI1222,2025-08-21,18:15,18:44,Delhi (DEL),B777,Air India,"('AI', 'Air India', 0.3)",1095,1124,29,18,3,False,Minor Delay,True,Domestic
SG7688,2025-08-21,23:30,23:35,Chennai (MAA),B737,SpiceJet,"('SG', 'SpiceJet', 0.12)",1410,1415,5,23,3,False,On Time,False,Domestic
6E6015,2025-08-21,12:15,12:36,Delhi (DEL),B737,IndiGo,"('6E', 'IndiGo', 0.4)",735,756,21,12,3,False,Minor Delay,False,Domestic
6E6064,2025-08-21,08:15,08:37,Bengaluru (BLR),A350,IndiGo,"('6E', 'IndiGo', 0.4)",495,517,22,8,3,False,Minor Delay,True,Domestic
UK6215,2025-08-21,15:00,15:04,Kolkata (CCU),B787,Vistara,"('UK', 'Vistara', 0.1)",900,904,4,15,3,False,On Time,False,Domestic
6E8766,2025-08-21,07:30,08:01,Ahmedabad (AMD),B777,IndiGo,"('6E', 'IndiGo', 0.4)",450,481,31,7,3,False,Major Delay,True,Domestic
AI4199,2025-08-21,14:45,15:07,Jaipur (JAI),A350,Air India,"('AI', 'Air India', 0.3)",885,907,22,14,3,False,Minor Delay,False,Domestic
SG1148,2025-08-21,05:00,05:17,Kolkata (CCU),B777,SpiceJet,"('SG', 'SpiceJet', 0.12)",300,317,17,5,3,False,Minor Delay,False,Domestic
6E5126,2025-08-21,06:15,06:39,Delhi (DEL),B737,IndiGo,"('6E', 'IndiGo', 0.4)",375,399,24,6,3,False,Minor Delay,True,Domestic
6E6363,2025-08-21,12:30,12:34,Delhi (DEL),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",750,754,4,12,3,False,On Time,False,Domestic
SG9844,2025-08-21,17:30,17:51,Bengaluru (BLR),B777,SpiceJet,"('SG', 'SpiceJet', 0.12)",1050,1071,21,17,3,False,Minor Delay,True,Domestic
6E9243,2025-08-21,14:45,15:04,Delhi (DEL),A321,IndiGo,"('6E', 'IndiGo', 0.4)",885,904,19,14,3,False,Minor Delay,False,Domestic
6E5001,2025-08-21,12:45,12:57,London (LHR),B738,IndiGo,"('6E', 'IndiGo', 0.4)",765,777,12,12,3,False,On Time,False,International
AI6123,2025-08-21,12:30,13:01,Kolkata (CCU),A350,Air India,"('AI', 'Air India', 0.3)",750,781,31,12,3,False,Major Delay,False,Domestic
IX7934,2025-08-21,16:15,16:36,Goa (GOI),ATR72,Air India Express,"('IX', 'Air India Express', 0.05)",975,996,21,16,3,False,Minor Delay,False,Domestic
AI7165,2025-08-21,06:15,06:44,Delhi (DEL),B787,Air India,"('AI', 'Air India', 0.3)",375,404,29,6,3,False,Minor Delay,True,Domestic
AI7622,2025-08-21,13:45,13:45,Kolkata (CCU),A321,Air India,"('AI', 'Air India', 0.3)",825,825,0,13,3,False,Early,False,Domestic
AI3806,2025-08-21,21:45,21:53,Delhi (DEL),A321,Air India,"('AI', 'Air India', 0.3)",1305,1313,8,21,3,False,On Time,False,Domestic
6E2657,2025-08-21,21:45,21:51,Bengaluru (BLR),A350,IndiGo,"('6E', 'IndiGo', 0.4)",1305,1311,6,21,3,False,On Time,False,Domestic
6E9638,2025-08-21,21:00,21:00,Bengaluru (BLR),B738,IndiGo,"('6E', 'IndiGo', 0.4)",1260,1260,0,21,3,False,Early,False,Domestic
SG2787,2025-08-21,13:15,13:25,Chennai (MAA),B737,SpiceJet,"('SG', 'SpiceJet', 0.12)",795,805,10,13,3,False,On Time,False,Domestic
UK4081,2025-08-21,21:15,21:34,Delhi (DEL),A321,Vistara,"('UK', 'Vistara', 0.1)",1275,1294,19,21,3,False,Minor Delay,False,Domestic
AI5943,2025-08-21,06:45,07:07,Kolkata (CCU),A320,Air India,"('AI', 'Air India', 0.3)",405,427,22,6,3,False,Minor Delay,True,Domestic
SG8731,2025-08-21,09:30,09:53,Bengaluru (BLR),A320,SpiceJet,"('SG', 'SpiceJet', 0.12)",570,593,23,9,3,False,Minor Delay,True,Domestic
UK2933,2025-08-21,21:15,21:33,Bengaluru (BLR),B787,Vistara,"('UK', 'Vistara', 0.1)",1275,1293,18,21,3,False,Minor Delay,False,Domestic
6E9776,2025-08-21,17:00,17:18,Cochin (COK),A321,IndiGo,"('6E', 'IndiGo', 0.4)",1020,1038,18,17,3,False,Minor Delay,True,Domestic
UK8920,2025-08-21,20:30,20:40,Delhi (DEL),A350,Vistara,"('UK', 'Vistara', 0.1)",1230,1240,10,20,3,False,On Time,True,Domestic
AI7896,2025-08-21,11:45,12:02,Jaipur (JAI),B737,Air India,"('AI', 'Air India', 0.3)",705,722,17,11,3,False,Minor Delay,False,Domestic
SG9382,2025-08-21,08:15,08:39,Chennai (MAA),A350,SpiceJet,"('SG', 'SpiceJet', 0.12)",495,519,24,8,3,False,Minor Delay,True,Domestic
SG1806,2025-08-21,05:15,05:17,Hyderabad (HYD),B777,SpiceJet,"('SG', 'SpiceJet', 0.12)",315,317,2,5,3,False,On Time,False,Domestic
6E3609,2025-08-21,07:45,08:07,Chennai (MAA),A350,IndiGo,"('6E', 'IndiGo', 0.4)",465,487,22,7,3,False,Minor Delay,True,Domestic
